municipio,matfund,matfundpop,matmed,matmedpop,docfund,docfundpop,docmed,docmedpop,nestabfund,nestabfundpop,nestabmed,nestabmedpop,populacao,idh,pib
412200,1886,0.12462,501,0.03310,138,0.00912,41,0.00271,17,0.00112,3,0.00020,15134,0.687,36162.76
412210,344,0.10667,92,0.02853,37,0.01147,15,0.00465,4,0.00124,1,0.00031,3225,0.729,20649.57
412215,2207,0.16615,711,0.05353,166,0.01250,86,0.00647,17,0.00128,6,0.00045,13283,0.629,20230.92
412217,602,0.14744,146,0.03576,59,0.01445,33,0.00808,8,0.00196,2,0.00049,4083,0.640,18139.88
412220,5671,0.17572,1675,0.05190,355,0.01100,140,0.00434,38,0.00118,8,0.00025,32273,0.679,32698.87
412230,4156,0.12252,1538,0.04534,274,0.00808,153,0.00451,23,0.00068,9,0.00027,33922,0.760,33081.89
412240,7779,0.11830,2277,0.03463,433,0.00658,178,0.00271,23,0.00035,9,0.00014,65757,0.739,40154.99
412250,1455,0.14466,452,0.04494,101,0.01004,51,0.00507,10,0.00099,3,0.00030,10058,0.681,34574.47
412260,1147,0.12031,353,0.03703,71,0.00745,29,0.00304,5,0.00052,1,0.00010,9534,0.713,26076.84
412265,711,0.14552,271,0.05546,67,0.01371,39,0.00798,9,0.00184,3,0.00061,4886,0.662,15664.62
412270,1019,0.15074,232,0.03432,61,0.00902,21,0.00311,5,0.00074,1,0.00015,6760,0.740,68055.56
412280,468,0.12721,190,0.05164,45,0.01223,22,0.00598,4,0.00109,1,0.00027,3679,0.700,24767.31
412290,569,0.11442,162,0.03258,48,0.00965,18,0.00362,5,0.00101,1,0.00020,4973,0.704,18256.53
412300,1570,0.10684,519,0.03532,123,0.00837,36,0.00245,17,0.00116,1,0.00007,14695,0.718,25310.72
412310,526,0.15539,158,0.04668,41,0.01211,15,0.00443,4,0.00118,1,0.00030,3385,0.653,21608.53
412320,381,0.11286,109,0.03229,48,0.01422,21,0.00622,3,0.00089,1,0.00030,3376,0.723,29336.66
412330,997,0.12702,240,0.03058,93,0.01185,27,0.00344,10,0.00127,2,0.00025,7849,0.710,31161.62
412340,1200,0.10097,379,0.03189,86,0.00724,35,0.00294,5,0.00042,2,0.00017,11885,0.705,22106.61
412350,2945,0.11238,780,0.02976,238,0.00908,62,0.00237,20,0.00076,4,0.00015,26206,0.744,33047.16
412360,171,0.10530,59,0.03633,21,0.01293,11,0.00677,3,0.00185,1,0.00062,1624,0.717,28505.97
412370,1006,0.11694,231,0.02685,90,0.01046,42,0.00488,8,0.00093,3,0.00035,8603,0.720,21429.84
412380,1317,0.09070,486,0.03347,132,0.00909,48,0.00331,14,0.00096,1,0.00007,14521,0.696,21724.08
412382,494,0.12885,141,0.03678,41,0.01069,17,0.00443,4,0.00104,1,0.00026,3834,0.687,25146.28
412385,1582,0.16103,476,0.04845,124,0.01262,66,0.00672,16,0.00163,5,0.00051,9824,0.609,17239.22
412390,1214,0.10263,479,0.04049,111,0.00938,63,0.00533,9,0.00076,4,0.00034,11829,0.700,27732.17
412395,414,0.10497,140,0.03550,38,0.00963,16,0.00406,4,0.00101,1,0.00025,3944,0.704,20899.30
412400,666,0.13238,194,0.03856,49,0.00974,21,0.00417,3,0.00060,1,0.00020,5031,0.687,18760.44
412402,1561,0.15331,415,0.04076,94,0.00923,31,0.00304,8,0.00079,2,0.00020,10182,0.705,34002.36
412405,3171,0.13654,862,0.03712,187,0.00805,89,0.00383,11,0.00047,5,0.00022,23224,0.738,21102.04
412410,5822,0.12732,1553,0.03396,376,0.00822,159,0.00348,28,0.00061,10,0.00022,45728,0.718,24910.49
412420,278,0.10467,98,0.03690,33,0.01242,18,0.00678,3,0.00113,1,0.00038,2656,0.696,19129.99
412430,274,0.12780,83,0.03871,26,0.01213,12,0.00560,3,0.00140,1,0.00047,2144,0.716,31871.32
412440,2431,0.12113,705,0.03513,201,0.01002,68,0.00339,22,0.00110,2,0.00010,20069,0.671,25160.40
412450,712,0.13110,175,0.03222,48,0.00884,13,0.00239,3,0.00055,1,0.00018,5431,0.739,57856.43
412460,738,0.10799,217,0.03175,43,0.00629,22,0.00322,3,0.00044,1,0.00015,6834,0.682,43486.53
412470,1661,0.14813,527,0.04700,187,0.01668,75,0.00669,16,0.00143,4,0.00036,11213,0.637,18864.18
412480,1231,0.11948,392,0.03805,116,0.01126,39,0.00379,13,0.00126,2,0.00019,10303,0.727,63700.06
412490,693,0.11798,223,0.03796,54,0.00919,18,0.00306,3,0.00051,1,0.00017,5874,0.664,23485.14
412500,1140,0.10976,378,0.03640,111,0.01069,47,0.00453,12,0.00116,2,0.00019,10386,0.693,24906.20
412510,2077,0.13850,582,0.03881,124,0.00827,51,0.00340,13,0.00087,4,0.00027,14996,0.629,34015.20
412520,1024,0.11285,333,0.03670,98,0.01080,46,0.00507,11,0.00121,2,0.00022,9074,0.722,26561.81
412530,548,0.09858,163,0.02932,39,0.00702,17,0.00306,3,0.00054,1,0.00018,5559,0.743,46094.19
412535,626,0.10986,248,0.04352,41,0.00720,34,0.00597,2,0.00035,1,0.00018,5698,0.676,19668.16
412540,645,0.10313,177,0.02830,54,0.00863,22,0.00352,5,0.00080,1,0.00016,6254,0.671,21718.69
412545,471,0.12792,127,0.03449,30,0.00815,15,0.00407,2,0.00054,1,0.00027,3682,0.713,19232.63
412550,45443,0.14314,10509,0.03310,2127,0.00670,639,0.00201,116,0.00037,31,0.00010,317476,0.758,73427.61
412555,243,0.11260,47,0.02178,23,0.01066,14,0.00649,2,0.00093,1,0.00046,2158,0.725,22665.86
412560,5380,0.11745,2049,0.04473,318,0.00694,186,0.00406,36,0.00079,11,0.00024,45806,0.719,27273.55
412570,3857,0.14115,982,0.03594,246,0.00900,121,0.00443,23,0.00084,10,0.00037,27325,0.704,34330.47
412575,735,0.12299,177,0.02962,64,0.01071,28,0.00469,6,0.00100,2,0.00033,5976,0.683,31413.85
412580,1103,0.10105,291,0.02666,82,0.00751,29,0.00266,8,0.00073,2,0.00018,10915,0.717,24323.53
412590,323,0.13815,86,0.03678,37,0.01583,16,0.00684,5,0.00214,1,0.00043,2338,0.704,26978.86
412600,1081,0.12219,348,0.03934,109,0.01232,32,0.00362,6,0.00068,1,0.00011,8847,0.715,21316.63
412610,634,0.11136,232,0.04075,43,0.00755,24,0.00422,3,0.00053,1,0.00018,5693,0.725,25280.88
412620,926,0.13716,269,0.03985,77,0.01141,42,0.00622,10,0.00148,3,0.00044,6751,0.655,14851.21
412625,11842,0.12394,2951,0.03089,630,0.00659,201,0.00210,28,0.00029,8,0.00008,95543,0.695,15469.55
412627,858,0.15717,256,0.04690,61,0.01117,23,0.00421,3,0.00055,1,0.00018,5459,0.699,165067.03
412630,2618,0.13588,634,0.03291,151,0.00784,73,0.00379,16,0.00083,4,0.00021,19267,0.663,26636.80
412635,571,0.12652,129,0.02858,38,0.00842,24,0.00532,3,0.00066,2,0.00044,4513,0.762,35760.74
412640,616,0.11503,290,0.05415,50,0.00934,35,0.00654,6,0.00112,2,0.00037,5355,0.725,44957.55
412650,1868,0.11444,547,0.03351,136,0.00833,56,0.00343,8,0.00049,3,0.00018,16323,0.723,43018.26
412660,2535,0.12200,894,0.04303,179,0.00861,84,0.00404,17,0.00082,5,0.00024,20778,0.704,25924.16
412665,396,0.13056,107,0.03528,34,0.01121,18,0.00593,3,0.00099,1,0.00033,3033,0.693,29235.78
412667,1709,0.11747,344,0.02365,108,0.00742,33,0.00227,8,0.00055,2,0.00014,14548,0.621,19679.84
412670,543,0.10689,147,0.02894,35,0.00689,17,0.00335,3,0.00059,1,0.00020,5080,0.731,22386.69
412680,1857,0.11561,600,0.03736,99,0.00616,45,0.00280,7,0.00044,1,0.00006,16062,0.703,30357.99
412690,647,0.11587,191,0.03420,52,0.00931,17,0.00304,6,0.00107,1,0.00018,5584,0.697,21815.74
412700,1353,0.11124,313,0.02573,95,0.00781,42,0.00345,10,0.00082,3,0.00025,12163,0.671,29286.88
412710,10357,0.13255,2820,0.03609,483,0.00618,247,0.00316,46,0.00059,16,0.00020,78135,0.734,49647.14
412720,1847,0.10875,583,0.03433,125,0.00736,41,0.00241,10,0.00059,2,0.00012,16984,0.728,26360.39
412730,1999,0.12005,541,0.03249,125,0.00751,39,0.00234,8,0.00048,2,0.00012,16652,0.710,22592.17
412740,2167,0.12426,567,0.03251,151,0.00866,58,0.00333,14,0.00080,4,0.00023,17439,0.714,34816.63
412750,3416,0.16716,949,0.04644,151,0.00739,74,0.00362,11,0.00054,5,0.00024,20436,0.664,42370.95
412760,2365,0.14208,513,0.03082,130,0.00781,39,0.00234,13,0.00078,2,0.00012,16646,0.636,18714.12
412770,17178,0.12396,6038,0.04357,977,0.00705,439,0.00317,69,0.00050,23,0.00017,138572,0.768,43746.10
412780,952,0.11853,275,0.03424,110,0.01370,37,0.00461,13,0.00162,3,0.00037,8032,0.699,21028.44
412785,1484,0.12323,506,0.04202,100,0.00830,47,0.00390,10,0.00083,2,0.00017,12043,0.681,26448.06
412788,1151,0.13527,281,0.03302,66,0.00776,30,0.00353,5,0.00059,2,0.00024,8509,0.611,14312.00
412790,1013,0.11780,270,0.03140,83,0.00965,41,0.00477,9,0.00105,3,0.00035,8599,0.695,23406.15
412795,986,0.12131,260,0.03199,78,0.00960,31,0.00381,7,0.00086,2,0.00025,8128,0.730,39225.42
412796,2048,0.15352,587,0.04400,138,0.01034,57,0.00427,12,0.00090,4,0.00030,13340,0.672,31264.84
412800,2740,0.12974,832,0.03940,184,0.00871,70,0.00331,17,0.00080,5,0.00024,21119,0.739,39748.78
412810,12298,0.11120,4271,0.03862,721,0.00652,354,0.00320,54,0.00049,21,0.00019,110590,0.761,29870.46
412820,7097,0.12427,2329,0.04078,457,0.00800,252,0.00441,44,0.00077,18,0.00032,57111,0.740,26834.66
412830,259,0.09981,64,0.02466,22,0.00848,11,0.00424,2,0.00077,1,0.00039,2595,0.720,25444.14
412840,1215,0.10699,460,0.04051,111,0.00977,45,0.00396,8,0.00070,2,0.00018,11356,0.721,22338.47
412850,2488,0.12796,720,0.03703,197,0.01013,84,0.00432,14,0.00072,4,0.00021,19444,0.687,25908.53
412853,1308,0.11177,366,0.03127,80,0.00684,31,0.00265,7,0.00060,2,0.00017,11703,0.650,19494.73
412855,955,0.11118,319,0.03714,76,0.00885,43,0.00501,7,0.00081,2,0.00023,8590,0.699,25548.81
412860,876,0.11931,338,0.04604,80,0.01090,35,0.00477,9,0.00123,1,0.00014,7342,0.720,34329.10
412862,460,0.16434,132,0.04716,38,0.01358,21,0.00750,3,0.00107,1,0.00036,2799,0.678,28619.40
412863,1027,0.18310,282,0.05028,59,0.01052,34,0.00606,14,0.00250,2,0.00036,5609,0.546,11713.09
412865,524,0.13025,141,0.03505,32,0.00795,23,0.00572,2,0.00050,1,0.00025,4023,0.722,28209.93
412870,795,0.11662,181,0.02655,60,0.00880,25,0.00367,4,0.00059,1,0.00015,6817,0.702,44711.06
412880,674,0.11767,219,0.03823,48,0.00838,26,0.00454,6,0.00105,1,0.00017,5728,0.706,14552.91
420005,339,0.13155,96,0.03725,29,0.01125,14,0.00543,2,0.00078,2,0.00078,2577,0.694,24214.96
420010,2406,0.13481,636,0.03564,156,0.00874,52,0.00291,14,0.00078,4,0.00022,17847,0.696,33976.15
420020,1329,0.12408,318,0.02969,74,0.00691,36,0.00336,5,0.00047,2,0.00019,10711,0.725,22980.77
420030,653,0.12126,161,0.02990,46,0.00854,23,0.00427,3,0.00056,1,0.00019,5385,0.741,28610.56
420040,889,0.12454,308,0.04315,59,0.00827,38,0.00532,8,0.00112,2,0.00028,7138,0.698,41691.56
420050,654,0.10132,153,0.02370,57,0.00883,22,0.00341,5,0.00077,1,0.00015,6455,0.713,15070.84
420055,318,0.13373,123,0.05172,29,0.01220,16,0.00673,3,0.00126,1,0.00042,2378,0.745,39069.51
420060,715,0.11210,258,0.04045,53,0.00831,33,0.00517,6,0.00094,2,0.00031,6378,0.723,21778.19
420070,1246,0.12480,293,0.02935,64,0.00641,17,0.00170,7,0.00070,1,0.00010,9984,0.668,23062.64
420075,188,0.09651,37,0.01899,22,0.01129,11,0.00565,2,0.00103,1,0.00051,1948,0.755,26224.78
420080,802,0.14019,213,0.03723,62,0.01084,32,0.00559,7,0.00122,1,0.00017,5721,0.699,22163.72
420090,634,0.13045,160,0.03292,54,0.01111,22,0.00453,6,0.00123,2,0.00041,4860,0.687,19775.21
420100,1025,0.14016,358,0.04895,61,0.00834,28,0.00383,7,0.00096,2,0.00027,7313,0.688,18252.32
420110,386,0.11928,107,0.03307,36,0.01112,17,0.00525,2,0.00062,1,0.00031,3236,0.674,16456.38
420120,1366,0.16241,517,0.06147,66,0.00785,29,0.00345,4,0.00048,1,0.00012,8411,0.749,69338.86
420125,1301,0.12232,312,0.02933,74,0.00696,26,0.00244,8,0.00075,1,0.00009,10636,0.708,39352.86
420127,480,0.11252,110,0.02579,40,0.00938,29,0.00680,4,0.00094,2,0.00047,4266,0.733,29491.15
420130,4873,0.13274,2109,0.05745,219,0.00597,176,0.00479,16,0.00044,5,0.00014,36710,0.703,111317.12
420140,8599,0.12725,2602,0.03850,504,0.00746,246,0.00364,37,0.00055,10,0.00015,67578,0.760,25697.19
420150,941,0.10958,283,0.03296,64,0.00745,31,0.00361,7,0.00082,1,0.00012,8587,0.770,19776.03
420160,322,0.09068,123,0.03464,29,0.00817,22,0.00620,2,0.00056,1,0.00028,3551,0.764,25864.90
420165,291,0.12956,80,0.03562,24,0.01069,13,0.00579,3,0.00134,1,0.00045,2246,0.715,38541.55
420170,1099,0.13931,297,0.03765,73,0.00925,33,0.00418,4,0.00051,2,0.00025,7889,0.742,24440.55
420180,414,0.12833,132,0.04092,29,0.00899,17,0.00527,3,0.00093,1,0.00031,3226,0.733,30587.87
420190,787,0.13865,209,0.03682,60,0.01057,21,0.00370,4,0.00070,1,0.00018,5676,0.733,29321.67
420195,1549,0.12192,278,0.02188,93,0.00732,35,0.00275,4,0.00031,1,0.00008,12705,0.746,12872.71
420200,13876,0.10002,3752,0.02704,642,0.00463,314,0.00226,30,0.00022,14,0.00010,138732,0.845,38061.55
420205,1515,0.14360,331,0.03137,77,0.00730,25,0.00237,6,0.00057,1,0.00009,10550,0.716,18226.15
420207,1553,0.14525,225,0.02104,75,0.00701,20,0.00187,4,0.00037,1,0.00009,10692,0.728,13519.95
420208,369,0.13626,83,0.03065,28,0.01034,9,0.00332,2,0.00074,1,0.00037,2708,0.672,22728.62
420209,222,0.13028,66,0.03873,28,0.01643,12,0.00704,3,0.00176,1,0.00059,1704,0.701,22977.39
420210,4506,0.15831,965,0.03390,180,0.00632,48,0.00169,14,0.00049,3,0.00011,28463,0.738,59902.18
420213,841,0.13326,279,0.04421,50,0.00792,12,0.00190,6,0.00095,1,0.00016,6311,0.675,22101.49
420215,317,0.11728,62,0.02294,26,0.00962,16,0.00592,3,0.00111,1,0.00037,2703,0.705,19673.06
420220,1240,0.10758,377,0.03271,70,0.00607,31,0.00269,16,0.00139,2,0.00017,11526,0.740,25739.56
420230,8177,0.12122,1968,0.02917,415,0.00615,153,0.00227,24,0.00036,8,0.00012,67458,0.739,24176.25
420240,38149,0.10824,11319,0.03211,1891,0.00537,693,0.00197,85,0.00024,29,0.00008,352460,0.806,45934.42
420243,435,0.12572,99,0.02861,33,0.00954,18,0.00520,3,0.00087,1,0.00029,3460,0.647,19754.14
420245,2439,0.12708,772,0.04022,128,0.00667,76,0.00396,7,0.00036,2,0.00010,19193,0.781,32125.78
420250,554,0.11757,137,0.02907,51,0.01082,16,0.00340,3,0.00064,1,0.00021,4712,0.696,25530.42
420253,349,0.11787,67,0.02263,26,0.00878,14,0.00473,2,0.00068,1,0.00034,2961,0.718,31523.38
420257,259,0.12069,59,0.02749,22,0.01025,18,0.00839,2,0.00093,1,0.00047,2146,0.712,24391.40
420260,1243,0.12594,277,0.02806,70,0.00709,29,0.00294,9,0.00091,1,0.00010,9870,0.699,25946.20
420270,523,0.10118,136,0.02631,35,0.00677,20,0.00387,3,0.00058,1,0.00019,5169,0.724,55425.59
420280,4041,0.12240,1018,0.03083,256,0.00775,112,0.00339,15,0.00045,6,0.00018,33016,0.778,34745.45
420285,512,0.13771,113,0.03039,29,0.00780,16,0.00430,4,0.00108,1,0.00027,3718,0.780,37172.77
420287,367,0.14840,133,0.05378,34,0.01375,12,0.00485,4,0.00162,1,0.00040,2473,0.661,30191.40
420290,15421,0.11709,4258,0.03233,749,0.00569,344,0.00261,39,0.00030,16,0.00012,131703,0.795,45676.36
420300,9867,0.12672,2383,0.03061,562,0.00722,222,0.00285,33,0.00042,10,0.00013,77863,0.735,39751.41
420310,665,0.10783,237,0.03843,51,0.00827,24,0.00389,4,0.00065,1,0.00016,6167,0.728,31788.15
420315,639,0.19035,154,0.04587,43,0.01281,17,0.00506,4,0.00119,1,0.00030,3357,0.622,18803.41
420320,11279,0.13953,3166,0.03917,486,0.00601,254,0.00314,24,0.00030,8,0.00010,80834,0.726,17154.54
420325,352,0.13772,87,0.03404,22,0.00861,13,0.00509,2,0.00078,1,0.00039,2556,0.654,38905.90
420330,1508,0.12594,375,0.03132,73,0.00610,25,0.00209,6,0.00050,2,0.00017,11974,0.714,37996.67
420340,989,0.13967,249,0.03516,88,0.01243,31,0.00438,14,0.00198,2,0.00028,7081,0.641,30614.67
420350,1251,0.14486,557,0.06450,71,0.00822,65,0.00753,6,0.00069,3,0.00035,8636,0.690,30171.82
420360,4623,0.12867,952,0.02650,287,0.00799,110,0.00306,25,0.00070,5,0.00014,35930,0.742,55010.59
420370,1574,0.13030,369,0.03055,97,0.00803,43,0.00356,11,0.00091,3,0.00025,12080,0.697,14865.54
420380,7345,0.13522,2694,0.04960,389,0.00716,241,0.00444,31,0.00057,10,0.00018,54319,0.757,29051.81
420390,2763,0.12194,639,0.02820,160,0.00706,51,0.00225,10,0.00044,2,0.00009,22658,0.752,37208.20
420395,2703,0.11006,634,0.02582,203,0.00827,43,0.00175,8,0.00033,1,0.00004,24559,0.767,17681.16
420400,1431,0.13330,301,0.02804,95,0.00885,34,0.00317,6,0.00056,2,0.00019,10735,0.714,36984.33
420410,498,0.13333,132,0.03534,38,0.01017,13,0.00348,3,0.00080,1,0.00027,3735,0.691,31878.42
420415,328,0.11980,117,0.04273,30,0.01096,14,0.00511,2,0.00073,1,0.00037,2738,0.719,19650.52
420417,469,0.14744,111,0.03489,49,0.01540,17,0.00534,5,0.00157,1,0.00031,3181,0.621,22220.46
420419,379,0.12765,115,0.03873,29,0.00977,15,0.00505,2,0.00067,1,0.00034,2969,0.704,27933.29
420420,26098,0.12046,7570,0.03494,1519,0.00701,626,0.00289,84,0.00039,29,0.00013,216654,0.790,41683.33
420425,1721,0.10403,516,0.03119,106,0.00641,51,0.00308,6,0.00036,3,0.00018,16544,0.780,42920.62
420430,8487,0.11453,2621,0.03537,609,0.00822,243,0.00328,45,0.00061,11,0.00015,74106,0.800,43094.67
420435,477,0.10878,150,0.03421,50,0.01140,24,0.00547,4,0.00091,1,0.00023,4385,0.747,50828.80
420440,1051,0.10487,291,0.02904,86,0.00858,29,0.00289,8,0.00080,1,0.00010,10022,0.744,25316.31
420445,249,0.09788,95,0.03734,23,0.00904,10,0.00393,2,0.00079,1,0.00039,2544,0.696,19053.55
420450,1824,0.11611,484,0.03081,78,0.00497,25,0.00159,5,0.00032,1,0.00006,15709,0.780,35040.74
420455,2131,0.16342,560,0.04294,125,0.00959,54,0.00414,14,0.00107,3,0.00023,13040,0.702,46150.38
420460,24431,0.11469,7727,0.03627,1492,0.00700,653,0.00307,85,0.00040,25,0.00012,213023,0.788,33811.63
420470,1079,0.09762,339,0.03067,70,0.00633,22,0.00199,4,0.00036,1,0.00009,11053,0.742,46975.70
420475,230,0.11753,55,0.02810,23,0.01175,9,0.00460,2,0.00102,1,0.00051,1957,0.754,23522.09
420480,5436,0.13729,1766,0.04460,257,0.00649,127,0.00321,16,0.00040,7,0.00018,39595,0.721,37797.84
420490,827,0.09954,181,0.02179,71,0.00855,35,0.00421,6,0.00072,2,0.00024,8308,0.743,27241.18
420500,1824,0.11806,359,0.02324,138,0.00893,51,0.00330,12,0.00078,3,0.00019,15450,0.706,25916.36
420510,484,0.11790,148,0.03605,41,0.00999,25,0.00609,3,0.00073,2,0.00049,4105,0.742,24806.94
420515,413,0.10292,112,0.02791,27,0.00673,13,0.00324,2,0.00050,1,0.00025,4013,0.716,27923.23
420517,501,0.15710,150,0.04704,35,0.01098,26,0.00815,6,0.00188,2,0.00063,3189,0.657,14789.70
420519,319,0.15440,92,0.04453,23,0.01113,18,0.00871,2,0.00097,1,0.00048,2066,0.726,41409.78
420520,566,0.12843,140,0.03177,36,0.00817,14,0.00318,2,0.00045,1,0.00023,4407,0.723,31366.93
420530,1416,0.13251,351,0.03285,84,0.00786,29,0.00271,7,0.00066,2,0.00019,10686,0.758,40451.83
420535,236,0.14880,66,0.04161,21,0.01324,17,0.01072,2,0.00126,1,0.00063,1586,0.708,24995.49
420540,51332,0.10413,16657,0.03379,2756,0.00559,1322,0.00268,125,0.00025,58,0.00012,492977,0.847,40162.60
420543,291,0.11525,94,0.03723,23,0.00911,12,0.00475,2,0.00079,1,0.00040,2525,0.715,19503.50
420545,3290,0.12477,695,0.02636,197,0.00747,80,0.00303,11,0.00042,4,0.00015,26368,0.753,31294.89
420550,4829,0.13303,1425,0.03926,219,0.00603,132,0.00364,22,0.00061,7,0.00019,36299,0.731,25027.50
420555,330,0.15888,124,0.05970,30,0.01444,16,0.00770,3,0.00144,1,0.00048,2077,0.682,31359.70
420560,410,0.13870,119,0.04026,29,0.00981,19,0.00643,2,0.00068,1,0.00034,2956,0.708,21802.54
420570,3307,0.14653,889,0.03939,197,0.00873,71,0.00315,16,0.00071,3,0.00013,22568,0.753,24186.15
420580,2309,0.12972,656,0.03685,94,0.00528,28,0.00157,8,0.00045,1,0.00006,17800,0.725,52084.60
420590,7809,0.11406,2320,0.03389,388,0.00567,184,0.00269,22,0.00032,8,0.00012,68465,0.765,41905.48
420600,1746,0.12182,451,0.03147,118,0.00823,30,0.00209,9,0.00063,2,0.00014,14333,0.747,20827.67
420610,744,0.11373,191,0.02920,49,0.00749,18,0.00275,3,0.00046,1,0.00015,6542,0.736,34832.26
420620,1230,0.10768,289,0.02530,98,0.00858,33,0.00289,9,0.00079,2,0.00018,11423,0.757,19677.75
420630,2350,0.10098,679,0.02918,103,0.00443,50,0.00215,11,0.00047,2,0.00009,23272,0.754,39703.30
420640,1048,0.10321,284,0.02797,77,0.00758,37,0.00364,7,0.00069,1,0.00010,10154,0.751,27998.93
420650,4947,0.11289,1232,0.02811,242,0.00552,78,0.00178,24,0.00055,3,0.00007,43822,0.751,35841.52
420660,515,0.10018,160,0.03112,35,0.00681,23,0.00447,2,0.00039,1,0.00019,5141,0.730,29311.09
420665,842,0.17877,203,0.04310,65,0.01380,26,0.00552,5,0.00106,1,0.00021,4710,0.717,51729.51
420670,2110,0.09380,690,0.03067,132,0.00587,60,0.00267,10,0.00044,2,0.00009,22495,0.758,19172.13
420675,219,0.11179,75,0.03828,22,0.01123,8,0.00408,2,0.00102,1,0.00051,1959,0.725,24059.24
420680,401,0.12426,61,0.01890,27,0.00837,13,0.00403,2,0.00062,1,0.00031,3227,0.708,29693.11
420690,2515,0.13376,697,0.03707,148,0.00787,84,0.00447,9,0.00048,4,0.00021,18802,0.737,22517.21
420700,6806,0.12245,1623,0.02920,390,0.00702,139,0.00250,22,0.00040,6,0.00011,55581,0.741,38324.51
420710,1949,0.13916,478,0.03413,96,0.00685,34,0.00243,6,0.00043,2,0.00014,14005,0.738,49189.96
420720,1339,0.12967,405,0.03922,109,0.01056,48,0.00465,10,0.00097,4,0.00039,10326,0.667,17171.06
420730,5606,0.12623,1467,0.03303,390,0.00878,157,0.00354,24,0.00054,9,0.00020,44412,0.765,35107.78
420740,831,0.13506,259,0.04209,44,0.00715,20,0.00325,2,0.00033,1,0.00016,6153,0.713,20148.90
420750,7934,0.11681,2045,0.03011,437,0.00643,128,0.00188,23,0.00034,6,0.00009,67923,0.777,37591.23
420757,293,0.10010,77,0.02631,21,0.00717,13,0.00444,1,0.00034,1,0.00034,2927,0.795,43605.87
420760,479,0.10678,185,0.04124,45,0.01003,16,0.00357,2,0.00045,1,0.00022,4486,0.736,18518.22
420765,1033,0.11548,352,0.03935,71,0.00794,43,0.00481,4,0.00045,2,0.00022,8945,0.759,28670.93
420768,1323,0.17763,348,0.04672,95,0.01276,44,0.00591,9,0.00121,3,0.00040,7448,0.660,30140.13
420770,857,0.11328,173,0.02287,75,0.00991,38,0.00502,8,0.00106,2,0.00026,7565,0.738,41445.50
420775,503,0.12528,145,0.03611,54,0.01345,21,0.00523,5,0.00125,1,0.00025,4015,0.722,23523.82
420780,1190,0.11510,353,0.03414,64,0.00619,32,0.00310,5,0.00048,2,0.00019,10339,0.742,20513.06
420785,218,0.11168,64,0.03279,25,0.01281,14,0.00717,3,0.00154,1,0.00051,1952,0.707,17606.31
420790,1440,0.12909,407,0.03649,71,0.00636,34,0.00305,6,0.00054,1,0.00009,11155,0.699,26880.79
420800,812,0.13078,180,0.02899,69,0.01111,23,0.00370,4,0.00064,1,0.00016,6209,0.771,38268.38
420810,3027,0.14042,829,0.03846,174,0.00807,74,0.00343,15,0.00070,5,0.00023,21556,0.708,32745.17
420820,29413,0.13624,8249,0.03821,1280,0.00593,603,0.00279,69,0.00032,24,0.00011,215895,0.795,103068.37
420830,8169,0.12915,1938,0.03064,390,0.00617,104,0.00164,16,0.00025,4,0.00006,63250,0.796,27752.25
420840,1799,0.10749,531,0.03173,139,0.00831,86,0.00514,12,0.00072,5,0.00030,16736,0.775,45189.77
420845,3017,0.15113,744,0.03727,140,0.00701,41,0.00205,9,0.00045,2,0.00010,19963,0.761,36917.37
420850,3109,0.12530,758,0.03055,225,0.00907,91,0.00367,14,0.00056,6,0.00024,24812,0.748,33774.95
420860,416,0.10518,129,0.03262,33,0.00834,12,0.00303,2,0.00051,1,0.00025,3955,0.732,35538.64
420870,1128,0.10787,337,0.03223,86,0.00822,37,0.00354,7,0.00067,1,0.00010,10457,0.716,30211.94
420880,2378,0.12037,576,0.02916,150,0.00759,47,0.00238,9,0.00046,2,0.00010,19755,0.721,24239.44
420890,19771,0.11352,6183,0.03550,863,0.00496,407,0.00234,51,0.00029,22,0.00013,174158,0.803,49925.22
420895,220,0.13793,57,0.03574,27,0.01693,14,0.00878,2,0.00125,1,0.00063,1595,0.709,23198.60
420900,3619,0.12133,764,0.02561,256,0.00858,105,0.00352,13,0.00044,6,0.00020,29827,0.827,53259.48
420910,69963,0.11998,19725,0.03383,2860,0.00490,1165,0.00200,144,0.00025,50,0.00009,583144,0.809,47442.90
420915,957,0.19198,281,0.05637,87,0.01745,50,0.01003,8,0.00160,4,0.00080,4985,0.694,22253.16
420917,278,0.13175,73,0.03460,28,0.01327,16,0.00758,2,0.00095,1,0.00047,2110,0.719,24811.35
420920,229,0.10200,71,0.03163,24,0.01069,15,0.00668,2,0.00089,1,0.00045,2245,0.781,41334.21
420930,21142,0.13403,5669,0.03594,1165,0.00739,536,0.00340,87,0.00055,25,0.00016,157743,0.770,32011.96
420940,4989,0.10965,1403,0.03084,340,0.00747,162,0.00356,25,0.00055,9,0.00020,45500,0.752,18576.02
420945,166,0.11552,40,0.02784,25,0.01740,11,0.00765,2,0.00139,1,0.00070,1437,0.771,27094.75
420950,783,0.11389,221,0.03215,50,0.00727,27,0.00393,2,0.00029,1,0.00015,6875,0.749,37911.29
420960,1801,0.11869,504,0.03321,100,0.00659,52,0.00343,8,0.00053,2,0.00013,15174,0.735,23447.11
420970,1722,0.14233,423,0.03496,104,0.00860,52,0.00430,9,0.00074,3,0.00025,12099,0.649,18425.75
